"SID","Commodity code","Product line suffix","Start date","End date","Indentation","End line","Description"
39349,"3920710000","80","01/01/1972","",2,1,"Of regenerated cellulose"
39355,"3920730000","80","01/01/1972","",2,0,"Of cellulose acetate"
39356,"3920731000","80","01/01/1972","",3,1,"Film in rolls or in strips, for cinematography or photography"
91861,"3920738000","80","01/01/2010","",3,1,"Other"
39359,"3920790000","80","01/01/1972","",2,0,"Of other cellulose derivatives"
85999,"3920791000","80","01/01/2007","",3,0,"Of vulcanised fibre"
99245,"3920791010","80","01/07/2015","",4,1,"Sheets of painted vulcanised fibre-board with a thickness of not more than 1,5 mm"
99246,"3920791090","80","01/07/2015","",4,1,"Other"
86000,"3920799000","80","01/01/2007","",3,1,"Other"
39360,"3920910000","10","01/01/1972","",1,0,"Of other plastics"
39361,"3920910000","80","01/01/1972","",2,0,"Of poly(vinyl butyral)"
39362,"3920910010","80","01/01/1972","",3,1,"For use in certain types of aircraft"
105264,"3920910052","10","01/01/2020","",3,0,"Other"
92717,"3920910052","80","01/07/2010","",4,1,"Poly(vinyl butyral) film:<br> <br><br><br>- containing by weight  26 % or more but not more than 30 % of triethyleneglycol bis(2-ethyl hexanoate) as a plasticiser,<br> <br><br><br>- with a thickness of 0,73 mm or more but not more than 1,50 mm<br>"
39364,"3920910091","80","01/01/1972","",4,1,"Poly(vinyl butyral) film having a graduated coloured band"
70146,"3920910093","80","01/07/1998","",4,1,"Film of poly(ethylene terephthalate), whether or not metallised on one or both sides, or laminated film of poly(ethylene terephthalate) films, metallised on the external sides only, and having the following characteristics:<br> <br><br><br>- a visible light transmission of 50 % or more,<br> <br><br><br>- coated on one or both sides with a layer of poly(vinyl butyral) but not coated with an adhesive or any other material except poly(vinyl butyral),<br> <br><br><br>- a total thickness of not more than 0,2 mm without taking the presence of poly(vinyl butyral) into account and a thickness of poly(vinyl butyral) of more than 0,2 mm<br>"
97844,"3920910095","10","01/01/2014","",4,0,"Co-extruded trilayer poly(vinyl butyral) film"
91096,"3920910095","80","01/07/2009","",5,1,"Co-extruded trilayer poly(vinyl butyral) film with a graduated colour band containing by weight 29 % or more but not more than 31 % of 2,2'-ethylenedioxydiethyl bis(2-ethylhexanoate) as a plasticiser"
91098,"3920910097","80","01/07/2009","",5,1,"Other"
39366,"3920910099","80","01/01/1972","",4,1,"Other"
39367,"3920920000","80","01/01/1972","",2,1,"Of polyamides"
39372,"3920930000","80","01/01/1972","",2,1,"Of amino-resins"
39373,"3920940000","80","01/01/1972","",2,1,"Of phenolic resins"
39374,"3920990000","80","01/01/1972","",2,0,"Of other plastics"
70550,"3920992100","10","01/01/1999","",3,0,"Of condensation or rearrangement polymerisation products, whether or not chemically modified"
65458,"3920992100","80","01/01/1997","",4,1,"Polyimide sheet and strip, uncoated, or coated or covered solely with plastic"
70421,"3920992800","80","01/01/1999","",4,0,"Other"
82339,"3920992840","80","01/01/2006","",5,1,"Polymer film containing the following monomers:<br> <br><br><br>- poly (tetramethylene ether glycol),<br> <br><br><br>- bis (4-isocyanotocyclohexyl) methane,<br> <br><br><br>- 1,4-butanediol or 1,3-butanediol,<br> <br><br><br>- with a thickness of 0,25 mm or more but not more than 5,0 mm,<br> <br><br><br>- embossed with a regular pattern on one surface,<br> <br><br><br>- and covered with a release sheet<br>"
97890,"3920992845","80","01/01/2014","",5,1,"Transparent polyurethane film metallised on one side:<br> <br><br><br>- with a gloss of more than 90 degrees according to ASTM D2457<br> <br><br><br>- covered on the metalized side with a heat bonding adhesive layer consisting of polyethylene/polypropylene copolymer<br> <br><br><br>- covered on the other side with a protective poly(ethylene terephthalate) film<br> <br><br><br>- with a total thickness of more than 204 µm but not more than 244 µm<br>"
105614,"3920992848","80","01/01/2021","",5,1,"Thermoplastic polyurethane foil in rolls, with:<br> <br>-a width of 900 mm or more but not more than 1016 mm,<br> <br>-a matt finish,<br> <br>-a thickness of 0,4 mm (± 8 %),<br> <br>-an elongation at break of 480 % or more (ASTM D412 (Die C)),<br> <br>-a tensil strength in machine direction of 470 (± 10) kg/cm² (ASTM D412 (Die C)),<br> <br>-a Shore A hardness of 90 (± 3) (ASTM D2240),<br> <br>-a tear strength of 100 (± 10) kg/cm² (ASTM D624 (Die C)),<br> <br>-a melting point of 165°C (± 10 °C)<br>"
88378,"3920992850","80","01/07/2007","",5,1,"Thermoplastic polyurethane film, of a thickness of 250 μm or more but not more than 350 μm, covered on one side with a removable protective film"
99247,"3920992865","80","01/07/2015","",5,1,"Matt, thermoplastic polyurethane foil in rolls with:<br> <br><br><br>- a width of 1640 mm  (± 10 mm),<br> <br><br><br>- a gloss of 3,3 degrees or more but not more than 3,8 (as determined by the method ASTM D2457),<br> <br><br><br>- a surface roughness of 1,9 Ra or more but not more than 2,8 Ra (as determined by the method ISO 4287),<br> <br><br><br>- a thickness of more than 365 µm but not more than 760 µm,<br> <br><br><br>- a hardness of 90 (± 4) (as determined by the method: Shore A (ASTM D2240)),<br> <br><br><br>- an elongation to break of 470 % (as determined by the method: EN ISO 527)<br>"
93854,"3920992870","80","01/01/2012","",5,1,"Sheets on rolls, consisting of epoxy resin, with conducting properties, containing: <br><br><br>- microspheres with a coating of metal, whether or not alloyed with gold, <br> <br><br><br>- an adhesive layer, <br> <br><br><br>- with a protective layer of silicone or poly(ethylene terephthalate) on one side,  <br> <br><br><br>- with a protective layer of poly(ethylene terephthalate) on the other side, and <br> <br><br><br>- with a width of 5 cm or more but not more than 100 cm <br> <br><br><br>- with a length of not more than 2 000 m"
70526,"3920992890","80","01/01/1999","",5,1,"Other"
91862,"3920995200","10","01/01/2010","",3,0,"Of addition polymerisation products"
91863,"3920995200","80","01/01/2010","",4,1,"Poly(vinyl fluoride) sheet; biaxially oriented poly(vinyl alcohol) film, containing by weight 97 % or more of poly(vinyl alcohol), uncoated, of a thickness not exceeding 1 mm"
65462,"3920995300","80","01/01/1997","",4,1,"Ion-exchange membranes of fluorinated plastic material, for use in chlor-alkali electrolytic cells"
65464,"3920995900","80","01/01/1997","",4,0,"Other"
65465,"3920995910","80","01/01/1997","",5,1,"For use in certain types of aircraft"
90986,"3920995925","10","01/01/2009","",5,0,"Other"
65468,"3920995925","80","01/01/1997","",6,1,"Poly(1-chlorotrifluoroethylene) film"
104683,"3920995930","80","01/07/2019","",6,1,"Poly(tetrafluoroethylene) film containing by weight 10 % or more of graphite"
70753,"3920995955","80","01/07/1999","",6,1,"Ion-exchange membranes of fluorinated plastic material"
100104,"3920995965","80","01/07/2016","",6,1,"Film of a vinyl alcohol copolymer, soluble in cold water, of a thickness of 34 µm or more but not more than 90 µm, a tensile strength at break of 20 MPa or more but not more than 55 MPa and an elongation at break of 250 % or more but not more than 900 %"
103046,"3920995970","80","01/07/2017","",6,1,"Tetrafluoroethylene film, put up in rolls, with:<br> <br><br><br>- a thickness of 50 µm,<br> <br><br><br>- a melting point of 260 °C, and<br> <br><br><br>- a specific gravity of 1,75 (ASTM D792)<br>for use in the manufacture of semiconductor devices"
104224,"3920995975","80","01/01/2019","",6,1,"Film of fluorinated ethylene propylene resin (CAS RN 25067-11-2) with:<br> <br><br><br>- a thickness of 0,010 mm or more but not more than 0,80 mm,<br> <br><br><br>- a width of 1 219 mm or more but not more than 1 575 mm, and<br> <br><br><br>- a melting point of 252 °C (measured according ASTM D-3418)<br>"
65474,"3920995990","80","01/01/1997","",6,1,"Other"
39405,"3920999000","80","01/01/1972","",3,0,"Other"
86797,"3920999020","80","01/01/2007","",4,1,"Anisotropic conductive film, in rolls, of a width of 1,2 mm or more but not more than 3,15 mm and a maximum length of 300 m, used for joining electronic components in the production of LCD or plasma displays"
84678,"3920999090","80","01/07/2006","",4,1,"Other"
39406,"3921000000","80","01/01/1972","",0,0,"Other plates, sheets, film, foil and strip, of plastics"
39407,"3921110000","10","01/01/1972","",1,0,"Cellular"
39408,"3921110000","80","01/01/1972","",2,0,"Of polymers of styrene"
39409,"3921110010","80","01/01/1972","",3,1,"Acrylonitrile butadiene styrene, for use in certain types of aircraft"
39411,"3921110090","80","01/01/1972","",3,1,"Other"
39412,"3921120000","80","01/01/1972","",2,0,"Of polymers of vinyl chloride"
39413,"3921120020","80","01/01/1972","",3,1,"For use in certain types of aircraft"
39414,"3921120090","80","01/01/1972","",3,1,"Other"
39415,"3921130000","80","01/01/1972","",2,0,"Of polyurethanes"
39416,"3921131000","80","01/01/1994","",3,0,"Flexible"
81297,"3921131010","80","01/01/2005","",4,1,"Sheet of polyurethane foam, of a thickness of 3 mm (± 15 %) and of a specific gravity of 0,09435 or more but not more than 0,10092"
97642,"3921131020","80","01/07/2013","",4,1,"Rolls of open-cell polyurethane foam:<br> <br><br><br>- with a thickness of 2,29 mm (± 0,25 mm),<br> <br><br><br>- surface-treated with a foraminous adhesion promoter, and<br> <br><br><br>- laminated to a polyester film and a layer of textile material<br>"
81345,"3921131090","80","01/01/2005","",4,1,"Other"
39417,"3921139000","80","01/01/1994","",3,1,"Other"
39418,"3921140000","80","01/01/1972","",2,0,"Of regenerated cellulose"
96261,"3921140020","80","01/07/2012","",3,1,"Cellular block of regenerated cellulose, impregnated with water containing magnesium chloride and quaternary ammonium compounds, measuring 100 cm (± 10 cm) × 100 cm (± 10 cm) × 40 cm (± 5 cm)"
96262,"3921140080","80","01/07/2012","",3,1,"Other"
39419,"3921190000","80","01/01/1972","",2,0,"Of other plastics"
70422,"3921190010","80","01/01/1999","",3,1,"For use in certain types of aircraft"
97894,"3921190030","10","01/01/2014","",3,0,"Other"
97895,"3921190030","80","01/01/2014","",4,1,"Blocks with cellular structure, containing by weight:<br> <br><br><br>- polyamide-6 or poly(epoxy anhydride)<br> <br><br><br>- 7 % or more but not more than 9 % of polytetrafluorethylene if present<br> <br><br><br>- 10 % or more but not more than 25 % of inorganic fillers<br>"
100101,"3921190040","80","01/07/2016","",4,1,"Transparent, microporous, acrylic acid grafted polyethylene film, in the form of rolls, with:<br> <br><br><br>- a width of 98 mm or more but not more than170 mm,<br> <br><br><br>- a thickness of 15 µm or more but not more than 36 µm,<br>of a kind used for the manufacture of alkaline battery separators"
105780,"3921190045","80","01/01/2021","",4,1,"Microporous monolayer film of polypropylene or a microporous trilayer film of polypropylene, polyethylene and polypropylene, each film with:<br><br>-zero transversal production direction (TD) shrinkage,<br><br>-a total thickness of 8 μm or more, but not more than 50 μm,<br><br>-a width of 15 mm or more, but not more than 900 mm,<br><br>-a length of more than 200 m, but not more than 8 000 m,<br><br>-an average pore size between 0,02 μm and 0,1 μm<br><br>-laminated or not with a Polypropylene non-woven mat of 50 to 200 µm thickness<br><br>-coated or not with surfactant<br><br>-coated or not on 1 or 2 sides with a ceramic layer of min 1 µm thickness or more, but not more than 5 µm<br><br>-coated or not on 1 or 2 sides with a sticky binder, PVdF type or similar of min 0,5 µm thickness or more, but not more than 5 µm<br>"
