Key,Was,Is
4415209000_80,Other,Other than flat pallets; pallet collars
4418190000_80,Other,Other than of tropical wood
4418199000_80,Other,Other than coniferous
4418219000_80,Other,Other than of tropical wood specified in additional note 2 to this chapter
4418290000_80,Other,Other than of tropical wood
4418298000_80,Other,Other than coniferous
4418739000_80,Other,Other than for mosaic floors
4418810090_80,Other,Other than of bamboo
4418820090_80,Other,Other than of bamboo
4418830090_80,Other,Other than of bamboo
4418890090_80,Other,Other than of bamboo
4419209000_80,Other,Other than of tropical wood specified in additional note 2 to this chapter
4420111090_80,Other,Other than hand-made
4420119000_80,Other,Other than of tropical wood specified in additional note 2 to this chapter
4420190000_80,Other,Other than of tropical wood
4420900000_80,Other,Other than statuettes and other ornaments
4420909100_10,Other,Other than wood marquetry and inlaid wood
4420909119_80,Other,"Other than wood in the form of logs or squared logs with simple process in the surface, carved or f inely threaded or painted, does not have significant added-value and no significant change in shape"
4420909191_10,Other,Other than hand-made
4420909199_80,Other,"Other than wood in the form of logs or squared logs with simple process in the surface, carved or finely threaded or painted, does not have significant added-value and no significant change in shape"
4420909900_80,Other,Other than of tropical wood specified in additional note 2 to this chapter
4420909990_80,Other,"Other than wood in the form of logs or squared logs with simple process in the surface, carved or finely threaded or painted, does not have significant added-value and no significant change in shape"
4421990000_80,Other,Other than of bamboo
4421999900_80,Other,Other than of fibreboard
4421999999_80,Other,"Other than wood in the form of logs or squared logs with simple process in the surface, carved or finely threaded or painted, does not have significant added-value and no significant change in shape"
4501900000_80,Other,"Other than natural cork, raw or simply prepared"
4503109000_80,Other,Other than cylindrical
4503900000_80,Other,Other than corks and stoppers
4504101900_80,Other,"Other than for sparkling wine, including those with discs of natural cork"
4504109100_10,Other,Other than corks and stoppers
4504109900_80,Other,Other than with a binding substance
4504900000_80,Other,"Other than blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including discs"
4504908000_80,Other,Other than corks and stoppers
4504908090_80,Other,"Other than gaskets, washers and other seals, for use in civil aircraft"
4601219000_80,Other,Other than of plaits or similar products of plaiting materials
4601229000_80,Other,Other than of plaits or similar products of plaiting materials
4601299000_80,Other,Other than of plaits or similar products of plaiting materials
4601920000_10,Other,"Other than mats, matting and screens of vegetable materials"
4601921000_10,Other,"Other than plaits and similar products of plaiting materials, whether or not assembled into strips"
4601929000_80,Other,Other than of plaits or similar products of plaiting materials
4601931000_10,Other,"Other than plaits and similar products of plaiting materials, whether or not assembled into strips"
4601939000_80,Other,Other than of plaits or similar products of plaiting materials
4601941000_10,Other,"Other than plaits and similar products of plaiting materials, whether or not assembled into strips"
4601949000_80,Other,Other than of plaits or similar products of plaiting materials
4601991000_10,Other,"Other than plaits and similar products of plaiting materials, whether or not assembled into strips"
4601999000_80,Other,Other than of plaits or similar products of plaiting materials
4602110090_80,Other,"Other than from plaiting materials, hand-made"
4602120090_80,Other,"Other than from plaiting materials, hand-made"
4602199000_80,Other,Other than straw envelopes for bottles
4602199090_80,Other,Other than hand-made
4602900000_80,Other,Other than of vegetable materials
4701009000_80,Other,Other than thermo-mechanical wood pulp
4707309000_80,Other,"Other than old and unsold newspapers and magazines, telephone directories, brochures and printed advertising material"
4802409000_80,Other,Other than not containing fibres obtained by a mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres
4802568000_80,Other,Other than with one side measuring 297 mm and the other side measuring 210 mm (A4 format)
4802589000_80,Other,Other than in rolls
4802618000_80,Other,Other than weighing less than 72 g/m2 and of which more than 50 % by weight of the total fibre content consists of fibres obtained by a mechanical process
4804119000_80,Other,Other than of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process
4804190000_80,Other,Other than unbleached
4804193000_80,Other,"Other than composed of one or more layers unbleached and an outside layer bleached, semi-bleached or coloured, weighing per m2"
4804199000_80,Other,Other than of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process
4804219000_80,Other,Other than of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process
4804290000_80,Other,Other than unbleached
4804299000_80,Other,Other than of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process
4804315800_80,Other,Other than kraft electro-technical insulating paper
4804318000_80,Other,Other than of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process
4804390000_80,Other,Other than unbleached
4804395800_80,Other,Other than bleached uniformly throughout the mass
4804398000_80,Other,Other than of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process
4804419800_80,Other,Other than saturating kraft
4804599000_80,Other,Other than of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process
4805199000_80,Other,Other than wellenstoff
4805938000_80,Other,Other than made from recovered paper
4806409000_80,Other,Other than glassine papers
4807008000_80,Other,"Other than made from recovered paper, whether or not covered with paper"
4809900000_80,Other,Other than self-copy paper
4810130080_80,Other,"Other than with a weight of 70 g/m2 or more but not exceeding 400 g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper, kraft paperboard and rolls suitable for use in web-fed presses"
4810140080_80,Other,"Other than with a weight of 70 g/m2 or more but not more than 400 g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper and kraft paperboard"
4810190080_80,Other,"Other than with a weight of 70 g/m2 or more but not more than 400 g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper and kraft paperboard"
4810220080_80,Other,"Other than with a weight of 70 g/m2 or more but not exceeding 400 g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper, kraft paperboard and rolls suitable for use in web-fed presses"
4810290000_80,Other,Other than lightweight coated paper
4810293080_80,Other,"Other than with a weight of 70 g/m2 or more but not exceeding 400 g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper, kraft paperboard and rolls suitable for use in web-fed presses"
4810298000_80,Other,Other than in rolls
4810298080_80,Other,"Other than with a weight of 70 g/m2 or more but not more than 400 g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding multi-ply paper, multi-ply paperboard, kraft paper and kraft paperboard"
4810329000_80,Other,Other than coated with kaolin
4810990000_80,Other,Other than multi-ply
4810991080_80,Other,"Other than with a weight of 70 g/m2 or more but not more than 400 g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding rolls suitable for use in web-fed presses"
4810998000_80,Other,"Other than bleached paper and paperboard, coated with kaolin"
4810998080_80,Other,"Other than with a weight of 70 g/m2 or more but not more than 400 g/m2 and brightness of more than 84 (measured according to ISO 2470-1), excluding rolls suitable for use in web-fed presses"
4811419000_80,Other,"Other than of a width not exceeding 10 cm, the coating of which consists of unvulcanised natural or synthetic rubber"
4811490000_80,Other,Other than self-adhesive
4811590000_80,Other,"Other than bleached, weighing more than 150 g/m2"
4811590090_80,Other,"Other than heavyweight thermal paper weighing more than 65 gr/m2; in rolls of a width of 20 cm or more, a weight of the roll (including the paper) of 50 kg or more and a diameter of the roll (including the paper) of 40 cm or more ('jumbo rolls'); with or without a base coat on one or both sides; coated with a thermosensitive substance on one or both sides; and with or without a top coat"
